relative_sec,EEG1,EEG2,EEG3,EEG4
0.7,-1554.225754,-1486.408278,-1399.928701,-1404.992526
0.705,-1534.688516,-1478.760182,-1392.523699,-1403.986493
0.71,-1539.04176,-1474.283522,-1394.195435,-1389.696335
0.715,-1544.722668,-1482.990009,-1399.356496,-1389.703815
0.72,-1523.435157,-1474.406939,-1381.562052,-1379.269494
0.725,-1527.605146,-1471.35892,-1374.575919,-1376.513188
0.73,-1539.857058,-1480.648832,-1389.86463,-1386.120991
0.735,-1541.704569,-1477.226823,-1397.759559,-1387.983461
0.74,-1524.942337,-1481.542668,-1389.52056,-1380.335365
0.745,-1526.808547,-1470.902653,-1380.694396,-1386.921329
0.75,-1544.150463,-1479.889632,-1403.590063,-1390.489194
0.755,-1534.90543,-1474.661252,-1385.208455,-1374.654457
0.76,-1516.879113,-1465.356381,-1384.587632,-1381.595712
0.765,-1532.964422,-1476.131033,-1391.184815,-1381.947262
0.77,-1537.089532,-1474.885646,-1393.896243,-1388.727701
0.775,-1531.91351,-1479.22767,-1393.911202,-1388.136797
0.78,-1509.89298,-1469.548809,-1380.440082,-1376.674003
0.785,-1532.085546,-1474.803368,-1390.99782,-1375.862445
0.79,-1525.675357,-1467.364707,-1384.681129,-1376.950756
0.795,-1520.510556,-1465.102068,-1385.200975,-1368.693057
0.8,-1533.704923,-1482.470163,-1406.742799,-1382.167916
0.805,-1531.483422,-1480.805908,-1394.591864,-1385.492687
0.81,-1532.029447,-1485.323707,-1400.276512,-1385.163576
0.815,-1498.931333,-1464.814095,-1378.394357,-1371.501722
0.82,-1505.535996,-1471.325261,-1367.974996,-1374.852672
0.825,-1494.697766,-1466.373634,-1371.217489,-1368.846393
0.83,-1483.870756,-1467.211371,-1355.84276,-1377.227508
0.835,-1460.477681,-1461.373387,-1322.071464,-1371.262368
0.84,-1463.061952,-1470.62964,-1321.514219,-1374.92747
0.845,-1428.927885,-1452.820236,-1307.601791,-1359.96039
0.85,-1408.844623,-1456.758351,-1294.710356,-1365.099013
0.855,-1409.768378,-1463.785623,-1280.700691,-1364.515588
0.86,-1397.856797,-1463.677166,-1271.085408,-1364.126639
0.865,-1365.727316,-1453.025931,-1242.377936,-1363.154265
0.87,-1374.516081,-1454.824823,-1235.294565,-1356.912372
0.875,-1350.61812,-1461.474365,-1229.834311,-1353.333288
0.88,-1322.894242,-1455.561583,-1213.015981,-1349.944938
0.885,-1305.664523,-1441.686554,-1207.787601,-1350.389986
0.89,-1328.20116,-1462.065269,-1208.786154,-1367.283114
0.895,-1331.866262,-1460.726385,-1210.585046,-1366.935304
0.9,-1302.687562,-1456.80697,-1196.126593,-1348.078728
0.905,-1309.610117,-1467.144053,-1211.632218,-1359.122653
0.91,-1332.782537,-1465.988424,-1222.477928,-1364.0668
0.915,-1328.646208,-1466.601768,-1226.169209,-1364.706323
0.92,-1319.857443,-1466.612987,-1217.698336,-1356.370086
0.925,-1330.187047,-1459.499698,-1226.030833,-1358.700044
0.93,-1339.390941,-1462.615034,-1229.004053,-1355.988617
0.935,-1324.371502,-1467.192672,-1223.90283,-1350.128193
0.94,-1332.083176,-1462.125107,-1231.158236,-1350.879913
0.945,-1352.933118,-1467.24877,-1249.528624,-1353.6063
0.95,-1361.224477,-1476.961291,-1254.584969,-1361.041221
0.955,-1358.928178,-1464.933772,-1249.69692,-1357.783769
0.96,-1385.541306,-1478.176758,-1277.084207,-1363.285161
0.965,-1386.382784,-1480.061668,-1284.777182,-1360.027709
0.97,-1375.035927,-1471.142006,-1284.994096,-1361.168378
0.975,-1367.8067,-1460.565569,-1273.392926,-1370.656504
0.98,-1375.821306,-1468.224884,-1288.733996,-1367.45515
0.985,-1383.207608,-1461.64266,-1305.989894,-1363.591833
0.99,-1389.939428,-1462.802029,-1299.486208,-1364.538028
0.995,-1406.821337,-1475.259636,-1297.53772,-1356.254149
1,-1399.468693,-1475.641106,-1294.519621,-1352.570348
1.005,-1383.121591,-1460.707685,-1286.306801,-1357.488316
1.01,-1367.533688,-1468.924245,-1290.701183,-1343.033603
1.015,-1399.696827,-1469.11124,-1283.505616,-1351.934565
1.02,-1373.678343,-1468.217404,-1267.824215,-1350.375027
1.025,-1346.261137,-1465.053449,-1278.531549,-1359.552741
1.03,-1349.223138,-1461.874534,-1274.013749,-1342.996204
1.035,-1342.910186,-1459.383761,-1283.030648,-1336.79919
1.04,-1342.943846,-1449.177574,-1273.25455,-1336.451379
1.045,-1357.106847,-1455.576543,-1283.789848,-1336.41398
1.05,-1396.847024,-1459.712872,-1300.312726,-1340.965438
1.055,-1356.564561,-1453.010971,-1290.44687,-1345.445839
1.06,-1315.758513,-1456.399321,-1283.404638,-1335.830556
1.065,-1330.265585,-1457.936419,-1283.928224,-1327.658874
1.07,-1341.724638,-1454.944499,-1286.299321,-1324.06857
1.075,-1332.172934,-1445.231979,-1307.504554,-1313.664169
1.08,-1317.931395,-1439.307978,-1305.264353,-1323.586123
1.085,-1336.133488,-1450.393041,-1292.29812,-1325.59071
1.09,-1336.200806,-1462.76837,-1301.629171,-1325.93852
1.095,-1303.098951,-1451.705746,-1284.556527,-1324.947447
1.1,-1310.096304,-1441.585577,-1294.92353,-1303.390664
1.105,-1307.721468,-1434.35261,-1285.730856,-1292.582353
1.11,-1308.802299,-1420.017574,-1289.003268,-1300.062153
1.115,-1303.214888,-1425.219775,-1292.68707,-1317.213334
1.12,-1343.1458,-1435.268886,-1294.908571,-1317.168455
1.125,-1338.381168,-1439.506192,-1286.942584,-1317.628463
1.13,-1343.396373,-1434.027239,-1268.635773,-1325.179321
1.135,-1327.527978,-1427.482414,-1274.028709,-1315.48176
1.14,-1379.310633,-1437.303391,-1283.064307,-1325.95722
1.145,-1577.757204,-1434.995873,-1275.12824,-1330.979906
1.15,-1580.348955,-1414.849032,-1264.114234,-1327.299844
1.155,-1419.323822,-1438.728293,-1273.318128,-1338.904754
1.16,-1384.770887,-1441.989486,-1263.676666,-1337.296597
1.165,-1368.307847,-1439.928801,-1265.916866,-1340.505431
1.17,-1345.879667,-1433.178282,-1265.157666,-1334.723545
1.175,-1444.227816,-1445.377835,-1267.63722,-1331.17064
1.18,-1455.357758,-1444.663514,-1266.960298,-1331.660567
1.185,-1489.132795,-1440.770279,-1269.682945,-1340.415673
1.19,-1485.527531,-1446.33151,-1262.135827,-1345.094288
1.195,-1489.768578,-1440.474827,-1262.966085,-1334.742245
1.2,-1607.377212,-1440.759059,-1252.255012,-1336.137228
1.205,-1492.28927,-1430.60897,-1260.681006,-1343.643207
1.21,-1412.603222,-1432.546239,-1264.727578,-1345.939505
1.215,-1422.38306,-1428.585685,-1270.890933,-1345.169086
1.22,-1405.57221,-1440.792718,-1270.228971,-1352.925639
1.225,-1449.658151,-1457.222099,-1282.701537,-1380.832772
1.23,-1610.488809,-1446.34273,-1292.451456,-1367.653365
1.235,-1730.341382,-1441.301344,-1309.991587,-1364.82974
1.24,-1826.086561,-1464.384007,-1311.928855,-1380.062353
1.245,-1666.594788,-1461.418266,-1323.305631,-1376.647824
1.25,-1537.583199,-1465.528416,-1341.690979,-1377.855812
1.255,-1446.157605,-1469.107501,-1354.387939,-1376.524407
1.26,-1447.253395,-1454.600429,-1356.687978,-1391.255873
1.265,-1378.461675,-1476.355427,-1383.110371,-1385.634804
1.27,-1489.772318,-1488.102452,-1398.230787,-1396.308478
1.275,-1502.540336,-1480.473057,-1402.311017,-1399.569671
1.28,-1021.574242,-1465.928586,-1394.37869,-1375.712849
1.285,-725.845393,-1482.253249,-1421.863214,-1396.581491
1.29,-480.137706,-1492.508055,-1427.903153,-1398.391602
1.295,-662.461569,-1484.280275,-1438.991956,-1413.609255
1.3,-950.27679,-1500.582499,-1473.477574,-1432.226477
1.305,-1335.336889,-1509.214188,-1484.962806,-1441.983876
1.31,-1066.127671,-1504.146623,-1483.029278,-1435.382953
1.315,-930.126209,-1481.980236,-1469.060752,-1423.194619
1.32,-554.571065,-1498.177743,-1484.906708,-1420.801083
1.325,-501.565463,-1495.118505,-1477.658782,-1420.083022
1.33,-566.101176,-1488.065053,-1476.794865,-1427.297289
1.335,-440.320861,-1491.229009,-1478.664815,-1413.373642
1.34,-0.284232,-1493.985315,-1487.285284,-1419.4248
1.345,-252.207633,-1500.283307,-1500.348755,-1419.896027
1.35,-273.076275,-1503.581898,-1488.9271,-1429.672126
1.355,-603.773189,-1513.870363,-1495.513064,-1424.974811
1.36,-707.379637,-1511.783499,-1490.901768,-1409.420567
1.365,-766.855266,-1496.625684,-1482.501952,-1402.666308
1.37,-710.076105,-1497.485861,-1487.995865,-1419.338782
1.375,-355.069842,-1493.540267,-1473.952541,-1400.975873
1.38,-125.742916,-1489.968663,-1475.313865,-1400.246593
1.385,-342.80297,-1479.829794,-1458.106585,-1402.722406
1.39,-266.452912,-1491.857312,-1471.170055,-1409.147555
1.395,-373.571127,-1503.656696,-1479.98874,-1420.778643
1.4,-505.903747,-1495.556073,-1469.995727,-1413.287624
1.405,-501.29619,-1496.573326,-1465.657443,-1414.398374
1.41,-715.652296,-1507.24326,-1476.394696,-1416.758251
1.415,-749.52831,-1489.374018,-1468.361391,-1397.557605
1.42,-731.56183,-1487.163738,-1468.529686,-1409.046577
1.425,-751.084108,-1491.008355,-1472.366823,-1401.054411
1.43,-795.697375,-1487.881798,-1468.327731,-1400.003499
1.435,-709.13739,-1473.958151,-1449.32156,-1391.401729
1.44,-764.779622,-1481.351933,-1472.419182,-1387.512233
1.445,-656.490819,-1479.545561,-1467.029986,-1383.226308
1.45,-713.535513,-1473.479444,-1460.062553,-1390.025446
1.455,-350.320169,-1462.543976,-1462.482268,-1389.965608
1.46,-319.181762,-1471.587054,-1461.393957,-1397.591264
1.465,-463.261408,-1471.961044,-1464.000667,-1395.036912
1.47,-600.119306,-1471.403799,-1457.463322,-1399.008686
1.475,-597.654712,-1479.474503,-1456.565746,-1401.970687
1.48,-542.704362,-1468.497897,-1450.933457,-1390.115204
1.485,-717.608264,-1479.59792,-1450.099459,-1389.86463
1.49,-776.986655,-1473.718797,-1445.439544,-1388.828678
1.495,-668.76517,-1470.584761,-1437.499736,-1381.595712
1.5,-455.287941,-1457.012664,-1431.508416,-1371.419444
1.505,-437.534636,-1459.982145,-1426.848501,-1374.284207
1.51,-397.686002,-1469.212218,-1436.355327,-1380.53358
1.515,-216.338253,-1470.345407,-1441.07882,-1379.78186
1.52,-431.102008,-1478.737743,-1438.273895,-1392.389063
1.525,-525.111873,-1466.422252,-1430.143353,-1379.871618
1.53,-499.209326,-1470.053695,-1438.703984,-1378.27842
1.535,-595.896959,-1464.806616,-1437.843807,-1384.423076
1.54,-598.253096,-1465.37508,-1437.761529,-1382.126777
1.545,-573.83903,-1460.378574,-1439.119113,-1382.620444
1.55,-668.675413,-1458.445046,-1432.151679,-1374.003715
1.555,-728.027625,-1458.493665,-1431.845007,-1366.624892
1.56,-552.663716,-1463.733264,-1437.668032,-1383.274927
1.565,-479.062485,-1456.960306,-1434.548955,-1377.91191
1.57,-513.346148,-1463.613588,-1436.033695,-1370.200236
1.575,-594.199045,-1461.388347,-1426.470771,-1377.829632
1.58,-660.327956,-1465.887447,-1425.834988,-1374.878851
1.585,-407.892189,-1460.737604,-1418.923653,-1367.028801
1.59,-361.408972,-1461.63518,-1418.785277,-1365.835773
1.595,-488.991919,-1444.513918,-1417.319236,-1382.77752
1.6,-651.19138,-1457.042583,-1425.00847,-1374.91251
1.605,-707.357198,-1475.125,-1421.810856,-1380.926269
1.61,-483.411988,-1468.553995,-1419.383661,-1374.688116
1.615,-423.596029,-1449.69368,-1411.320436,-1369.871125
1.62,-682.834674,-1462.521537,-1417.023784,-1384.266
1.625,-611.683077,-1477.911225,-1423.931379,-1389.404623
1.63,-576.628995,-1463.265777,-1422.240944,-1374.93121
1.635,-560.255713,-1461.986731,-1417.17338,-1368.872572
1.64,-654.703146,-1486.415758,-1438.438451,-1386.457582
1.645,-674.311442,-1472.746423,-1442.096073,-1382.669063
1.65,-785.805339,-1477.170725,-1434.593834,-1387.426216
1.655,-809.867856,-1477.241783,-1449.534734,-1391.697181
1.66,-818.634181,-1476.688278,-1446.535334,-1387.575812
1.665,-819.546717,-1480.491756,-1444.45221,-1389.356004
1.67,-652.365709,-1468.823268,-1430.824015,-1391.996373
1.675,-643.681661,-1475.540129,-1426.321175,-1383.925669
1.68,-602.744716,-1480.645092,-1427.514203,-1386.465061
1.685,-683.077767,-1479.388486,-1427.327208,-1400.527085
1.69,-610.695744,-1477.144546,-1417.431433,-1394.685361
1.695,-646.681061,-1472.896019,-1413.119328,-1401.723853
1.7,-685.23569,-1477.511056,-1413.829909,-1398.354203
1.705,-749.296436,-1464.140913,-1398.305585,-1395.807331
1.71,-783.516521,-1467.690079,-1392.591017,-1397.931595
1.715,-811.808864,-1477.615773,-1394.74894,-1388.892256
1.72,-777.19609,-1476.22453,-1381.786446,-1383.091672
1.725,-742.680553,-1450.284584,-1376.000821,-1385.066339
1.73,-746.577529,-1472.787562,-1379.493888,-1382.38483
1.735,-726.195074,-1466.654126,-1364.852179,-1376.172857
1.74,-720.499206,-1462.356981,-1356.856273,-1370.951956
1.745,-712.566878,-1463.445292,-1352.215058,-1373.730702
1.75,-714.077798,-1453.758951,-1354.343061,-1372.174904
1.755,-709.601138,-1459.144407,-1350.835034,-1365.289748
1.76,-703.243308,-1461.911933,-1353.26223,-1371.838313
1.765,-577.350796,-1461.65762,-1344.566962,-1370.166577
1.77,-674.161846,-1463.927739,-1348.826708,-1373.850379
1.775,-694.18901,-1467.001937,-1358.812241,-1380.219428
1.78,-681.895959,-1452.236812,-1356.534642,-1385.990094
1.785,-706.732635,-1461.122814,-1350.26283,-1375.783907
1.79,-705.322692,-1466.51575,-1361.067401,-1376.120498
1.795,-694.824793,-1456.346962,-1353.748417,-1377.141491
1.8,-695.3222,-1443.463007,-1348.856627,-1373.109879
1.805,-698.003708,-1460.90216,-1359.474203,-1379.060059
1.81,-698.908764,-1458.437566,-1360.917805,-1384.856904
1.815,-682.625239,-1448.878382,-1356.530902,-1386.865231
1.82,-691.518722,-1462.098928,-1358.404592,-1378.3046
1.825,-704.66073,-1464.451325,-1362.376366,-1386.094811
1.83,-699.256575,-1447.176727,-1362.346447,-1384.213642
1.835,-697.136051,-1459.821329,-1362.436204,-1386.117251
1.84,-686.376359,-1468.613834,-1370.723822,-1378.790787
1.845,-716.796705,-1468.688632,-1375.054627,-1391.162376
1.85,-711.033519,-1469.444092,-1375.480975,-1387.299059
1.855,-710.618391,-1475.809401,-1387.242961,-1386.850271
1.86,-710.453835,-1471.474857,-1389.50186,-1394.113157
1.865,-702.644924,-1472.346254,-1380.743014,-1395.885869
1.87,-677.191165,-1457.850402,-1372.855565,-1383.192649
1.875,-681.443431,-1456.840629,-1371.636358,-1371.389525
1.88,-681.316274,-1460.180359,-1372.234742,-1369.384938
1.885,-685.5835,-1462.663653,-1376.610425,-1379.624784
1.89,-638.225147,-1467.865854,-1383.035573,-1377.762314
1.895,-658.413127,-1471.108347,-1380.873911,-1380.122191
1.9,-675.990657,-1465.068409,-1376.157897,-1374.497381
1.905,-653.016451,-1446.144515,-1365.155111,-1384.494134
1.91,-671.293343,-1470.966231,-1381.614411,-1384.019167
1.915,-667.059776,-1461.818436,-1374.822753,-1387.044746
1.92,-645.274859,-1462.308362,-1366.516435,-1386.786693
1.925,-656.139268,-1462.637474,-1372.552633,-1378.701029
1.93,-664.389487,-1463.553749,-1377.089132,-1381.913603
1.935,-658.012958,-1448.597889,-1375.148124,-1387.755327
1.94,-657.500592,-1458.516104,-1379.471448,-1386.730594
1.945,-659.830549,-1472.054542,-1379.258274,-1388.043299
1.95,-696.934097,-1460.599228,-1370.944477,-1395.616597
1.955,-747.018837,-1454.226439,-1367.406531,-1381.988401
1.96,-703.14607,-1465.479798,-1374.523561,-1384.011687
1.965,-730.357583,-1460.558089,-1371.617658,-1370.166577
1.97,-649.744039,-1456.814449,-1362.002376,-1377.90443
1.975,-1620.270517,-1479.362306,-1412.375088,-1387.99468
1.98,-1627.286569,-1478.655465,-1411.309217,-1390.085284
1.985,-1600.920275,-1485.080613,-1417.053703,-1394.416089
1.99,-1569.183484,-1474.287262,-1409.398128,-1395.152849
1.995,-1618.942852,-1483.767908,-1421.885654,-1388.271433
2,-1618.022837,-1484.160598,-1413.474619,-1387.242961
2.005,-1615.318889,-1476.875273,-1402.124022,-1386.89889
2.01,-1612.858035,-1477.028609,-1411.780444,-1390.350817
2.015,-1576.337912,-1479.98687,-1413.904707,-1384.168763
2.02,-1599.039105,-1482.485123,-1407.737612,-1391.035219
2.025,-1584.864884,-1475.068901,-1402.666308,-1395.261306
2.03,-1612.618682,-1491.430963,-1418.643161,-1393.952341
2.035,-1598.736173,-1477.234303,-1404.783091,-1377.597759
2.04,-1599.775865,-1478.045861,-1405.145862,-1393.215581
2.045,-1597.232733,-1487.934157,-1406.768978,-1392.800452
2.05,-1596.761506,-1480.416958,-1404.001452,-1390.044146
2.055,-1600.845477,-1487.728462,-1409.742199,-1392.250687
2.06,-1583.309086,-1469.055142,-1409.061537,-1389.741214
2.065,-1600.837997,-1476.505023,-1403.485346,-1381.625631
2.07,-1592.767293,-1475.285815,-1409.188693,-1390.9866
2.075,-1599.080244,-1485.170371,-1412.32273,-1387.055966
2.08,-1582.860298,-1470.057435,-1401.114249,-1387.295319
2.085,-1595.026192,-1482.720736,-1409.039097,-1383.001914
2.09,-1574.060313,-1480.271102,-1401.346123,-1371.95051
2.095,-1568.835673,-1471.160706,-1399.266739,-1380.739274
2.1,-1568.469163,-1476.430225,-1399.536012,-1381.449855
2.105,-1560.290001,-1482.518782,-1403.754619,-1384.228601
2.11,-1561.883199,-1480.854526,-1403.253472,-1385.933996
2.115,-1560.757489,-1474.653772,-1396.514173,-1390.833264
2.12,-1578.252741,-1477.376419,-1402.071664,-1387.848824
2.125,-1587.63615,-1475.674765,-1402.756066,-1394.7452
2.13,-1590.212941,-1487.83692,-1409.278451,-1413.182907
2.135,-1594.405369,-1494.609878,-1408.17892,-1391.674742
2.14,-1600.823037,-1492.253741,-1410.168547,-1397.531425
2.145,-1600.879136,-1497.515781,-1409.648701,-1398.137289
2.15,-1580.646277,-1486.827147,-1405.067324,-1395.201468
2.155,-1581.098805,-1481.935357,-1399.805284,-1382.02206
2.16,-1586.401983,-1486.69251,-1409.147555,-1386.846531
2.165,-1577.759074,-1488.730756,-1407.191587,-1383.233788
2.17,-1571.143191,-1492.754888,-1400.474727,-1407.748832
2.175,-1575.051387,-1490.570786,-1405.246839,-1396.98914
2.18,-1584.793826,-1493.368232,-1410.310663,-1398.286885
2.185,-1577.497281,-1492.463176,-1406.750279,-1389.984307
2.19,-1564.400151,-1486.419497,-1404.44276,-1392.033772
2.195,-1581.869224,-1491.116812,-1409.297151,-1405.931241
