relative_sec,EEG1,EEG2,EEG3,EEG4
1.35,-1245.478313,-1326.981953,-1181.520414,-1165.246239
1.355,-1259.110248,-1321.402022,-1187.867024,-1162.187001
1.36,-1245.429694,-1312.13081,-1172.226762,-1162.411395
1.365,-1269.305215,-1329.177274,-1195.346824,-1167.392942
1.37,-1261.903953,-1316.532672,-1178.057266,-1152.915789
1.375,-1234.632603,-1323.126116,-1172.858805,-1148.203515
1.38,-1268.845208,-1323.70206,-1185.499667,-1136.710802
1.385,-1265.741091,-1328.773365,-1192.265146,-1142.743261
1.39,-1264.237651,-1332.887255,-1193.24874,-1141.105185
1.395,-1260.235958,-1319.337597,-1186.50944,-1139.216535
1.4,-1277.196404,-1313.23408,-1197.867516,-1147.691149
1.405,-1251.402314,-1313.080744,-1197.36263,-1161.431541
1.41,-1256.944846,-1307.108124,-1191.090818,-1141.711049
1.415,-1273.579921,-1324.595896,-1195.922768,-1156.180722
1.42,-1262.04607,-1310.309479,-1183.005154,-1143.708155
1.425,-1265.849548,-1317.392849,-1182.058959,-1159.759806
1.43,-1271.235004,-1315.833311,-1185.39869,-1161.345523
1.435,-1265.311002,-1343.403853,-1188.540206,-1164.487039
1.44,-1268.317882,-1324.913788,-1193.181422,-1153.891903
1.445,-1278.699844,-1310.799405,-1210.919767,-1153.192541
1.45,-1292.922684,-1308.794819,-1201.47278,-1159.296058
1.455,-1282.555681,-1324.977366,-1181.2848,-1118.688224
1.46,-1272.49161,-1302.523007,-1183.670856,-1169.547124
1.465,-1261.915173,-1317.946354,-1187.852064,-1162.359036
1.47,-1267.734457,-1303.734734,-1174.055573,-1156.064785
1.475,-1264.996851,-1320.216474,-1180.981868,-1145.77632
1.48,-1274.264323,-1314.808578,-1194.75592,-1147.64253
1.485,-1269.8662,-1318.140829,-1189.920229,-1136.112418
1.49,-1263.426093,-1305.877697,-1173.677843,-1137.15585
1.495,-1279.294488,-1316.080144,-1188.37191,-1149.351664
1.5,-1276.343707,-1312.198128,-1194.419329,-1148.7458
1.505,-1278.812041,-1316.816904,-1198.248986,-1157.74774
1.51,-1276.429725,-1324.315404,-1198.563138,-1151.920976
1.515,-1263.949679,-1320.695181,-1200.373249,-1159.2437
1.52,-1281.1046,-1317.377889,-1196.528632,-1161.386662
1.525,-1305.309232,-1311.981214,-1204.84617,-1129.541414
1.53,-1283.898305,-1327.023091,-1194.905516,-1164.973226
1.535,-1279.537582,-1330.467539,-1208.223299,-1160.477867
1.54,-1288.086993,-1316.656089,-1205.97188,-1158.398482
1.545,-1298.094965,-1325.643068,-1197.979713,-1181.952372
1.55,-1303.439282,-1343.676866,-1206.600183,-1179.887947
1.555,-1294.149371,-1327.011872,-1204.610556,-1152.029433
1.56,-1289.582953,-1325.422414,-1197.923615,-1166.046578
1.565,-1284.45555,-1319.001006,-1192.48206,-1164.015812
1.57,-1294.874911,-1324.853949,-1195.556258,-1155.589817
1.575,-1306.599498,-1336.010071,-1206.775958,-1161.001453
1.58,-1292.496335,-1318.09595,-1205.156581,-1150.338998
1.585,-1297.971549,-1327.591556,-1207.43792,-1161.525039
1.59,-1292.993742,-1335.105015,-1208.975019,-1164.640375
1.595,-1293.255535,-1334.274757,-1197.669302,-1168.731826
1.6,-1283.812287,-1334.113942,-1197.568324,-1164.973226
1.605,-1283.752449,-1325.429894,-1197.904915,-1160.971533
1.61,-1305.428909,-1333.586616,-1205.160321,-1169.016058
1.615,-1319.356297,-1334.585169,-1207.400521,-1177.464492
1.62,-1302.39959,-1333.496858,-1207.004092,-1164.591757
1.625,-1285.323207,-1333.930687,-1196.494973,-1167.613596
1.63,-1297.91919,-1325.545831,-1195.373003,-1149.202068
1.635,-1271.354681,-1325.306477,-1185.454788,-1153.738567
1.64,-1286.149725,-1330.856489,-1186.172849,-1166.244792
1.645,-1275.969717,-1338.369948,-1186.356104,-1174.248178
1.65,-1276.99445,-1330.953726,-1185.054619,-1175.867555
1.655,-1301.602991,-1343.949879,-1198.005893,-1172.68116
1.66,-1305.694442,-1341.619921,-1190.832765,-1179.891687
1.665,-1321.274865,-1323.589863,-1190.297959,-1176.697813
1.67,-1320.72884,-1322.090163,-1189.265747,-1178.257351
1.675,-1303.319606,-1327.314804,-1186.599198,-1181.320329
1.68,-1295.020768,-1312.220567,-1176.740822,-1174.1659
1.685,-1317.927655,-1328.608809,-1184.373957,-1175.30283
1.69,-1333.033111,-1331.91862,-1182.100098,-1172.423107
1.695,-1322.98026,-1340.449332,-1189.609817,-1167.033911
1.7,-1291.344446,-1316.480313,-1169.492895,-1181.746678
1.705,-1301.247701,-1319.823784,-1185.297713,-1158.166608
1.71,-1315.421922,-1335.430387,-1185.944715,-1189.402253
1.715,-1318.86263,-1334.271018,-1188.095158,-1170.900968
1.72,-1307.766347,-1343.373934,-1172.249202,-1178.085316
